2,Review,Label
509,"it was really an amazing experience , wonderful course with a lot of knowledge to learn , a lot of facilitations that make studying process very interesting , thanks a lot for your efforts , I'm very enthusiastic to have a visit to the Leiden medical school and center one day ^_^ and continue to learn from such a great medical staff =D",5
510,I loved this course. I've been teaching Anatomy to physical therapist students for two years and this course helped me a lot to improve my teaching. Thank you for your hard work!,5
511,Very interesting course! Great videos and instructors. T,5
512,I'm so glad Leiden University is working with Coursera. Such a great course!,4
513,"This is a great course, i am happy that you gave me the opprtunnity to get a certificate. Its a subject i really feel i gain more knowledge now.",5
514,"Well-organised , Very good for beginners and intermediate learners .",5
515,Great course!,5
516,i never saw like this very very amazing worki would like to repeat this course 10 times,5
517,I love it ! Thanks for doing this for us,5
518,iam soooo happy to joined to this course which help me to evaluate my skills and increase it,5
519,A good refresher in abdominal anatomy. Though with some negatives. The accent was difficult to understand at first. Most of the course content is for beginners in undergraduate level. Yet it is still good.,4
520,Do you have an idea how lucky you are to have access to a course like this?! Normally you would have to be enrolled in med school.,5
521,Fantastic videos walking through anatomy on a real human body!,5
522,difficult course that is full of information but if anatomy is your 'thing' then this is a very good course to take.,5
523,incredible content and resources!,5
524,"I really want to thank you all! In fact ,i never have experienced that awsome lecture! The embryology is the most diffucule lesson to me,and through this lecture,I don't think it is boring and hard to understand.At the same time, I really acknowledge using what you have leraned is the coolist thing in the world.You can figure out how responsible the teachers are(include every individuals who participate in this lecture's making) !thank you all again!!",5
525,Perfect,5
526,"Tough course, but fascinating and very well presented. I was never going to pass the final test because I just do not need to know the detail. However, I'm very grateful to have got to the finish line. Thank you.",5
527,amazing course help me alot,5
528,"is a very very boring curse, don't recommend anyone, please for your good at everyboduy else kill this course, don't embarrass yourself and the universities that represents",1
529,"Outstanding, clear, well-explained, not overwhelming. Dissections really aid to have a more realistic understanding. Good supplemental materials cover the material with great focus, and if more details are needed it is easy to get those elsewhere. Great effort by U. Leiden!",5
530,it is a very good course escpecially for medical student,5
531,Just awesome!,5
532,Excellent!!! I am impressed; they explain very well and it is very interesting to learn from them despite their accent.,5
533,great course with great dissection videos. course materials are very interesting. I understood the anatomy of the abdomen which medical school couldn't teach me.,5
534,very hard course but extremely detailed one.,5
535,I am dropping this course. don't e-mail any more for this course. How do I unroll in this course.,1
536,"V difficult, but rewarding!I did not get the grade I thought I would in this class...but I learned a lot more than I thought I could! Very in depth and thorough, I think I value the knowledge I received more than the sub-par grade I received. ;)",5
537,"The course itself is 10 out of 10: overwhelmingly informative, presented in a totally engaging manner, lots and lots of visual aids. Fly in the ointment: teaching assistants (called mentors here) apparently have come from very different (including hierarchical) societies and learners are required to take the mentors' diversified background and attitude into consideration. Not vice versa.",4
538,very hard but excellent course,5
539,I thoroughly enjoyed the course.,5
540,"Nice course, a difficult one but very challengeable. Nice structure and easy to understand.I wanted to refresh my knowledge in anatomy and in such gained a whole lot more in return.Thanks to the Professors for their time and effort in making this MOOC.Very pleased.",4
541,"Not meant for learners new to the medical field. Despite the challenges, the material is very fascinating and anyone interested in anatomy will learn something. The course utilizes outside research. I might enjoy the whole course experience more if the design were not so technical. I do, however, appreciate the challenge and seriousness of the topic.",4
542,"Great course, like the way of teaching. Really starts from noting and goes to a senior level of knowledge.",5
543,"Very good material, explainations and teachers. Recommended for everyone who wants to learn.",5
544,Im loving it so far.,5
545,"Very good course, still in the beginning, but liking so much.",5
546,Excellent course and well designed. Even though some of the concepts where harder for me to understand I now have a basic understanding of the structure of the abdomen.,5
547,Nice and necessary course.,5
548,Me gusto mucho,5
549,me gusto mucho,5
550,chevere,5
551,"I loved it, was very funny and relaxing.",5
552,"EXCELENTE CURSO.GRANDES TUTORASEXCELENTE METODOLOGIA DE ENSEÑANZA Y APRENDIZAJE.SE ABORDARON LOS TEMAS DE MANERA ENTENDIBLE, COMPRENSIBLE Y CON RETOS QUE INVITAN A RAZONAR Y APLICAR LOS CONOCIMIENTOS ADQUIRIDOS.ESPERO PIENSEN ELABORAR UNA SEGUNDA ETAPA DE INTERMEDIA Y AVANZADA",5
553,So far the course is just a tutorial for using Scratch and they're not teaching how to program that is the name of the course.,2
554,Muy buen curso para aprender Scratch.,5
555,Very wonderful course to learn the basics of programming using the amusing and interactive language Scratch,5
556,"A course offering very accessible, clear introduction to the concept of programming seen as a network of algorithms, supplanted with a myriad of real-life examples. It then introduced a comely intuitive software, developed by MIT - Scratch, which enables you to practically start creating animations and thus programming. Even though i'm not a fluent hispano-hablante, just the knowledge of English and some classical culture should make it possible for you to follow. At the same time, should that be too complicated, there should be subtitles/English language version to all the videos and of all other materials. Have NOT tried that though.",4
557,Very easy and good explanations,5
558,cool,5
559,"The male Professors seem to speak Chinese half the time, therefore not being able to understand the material for students who aren't fluent in Chinese. I prefer the female Professor from Advanced Neurobiology I who presented the material in English, and in an engaging and coherent way.",2
560,"The topics are really interesting and advanced! However, there's a lot of talk in chinese, due to questions/answers from teacher and students, and the quizzes are a bit too easy. I learned a lot though.",3
561,"If you don't speak Chinese it's a terrible course...The lectures are recorded from lectures at university and the rhythm is very slow and not very well explained (at least the first week). The transcriptions into English are incomplete, so understand this course is very very complicated.I do not recommend it at all.",1
562,Excellent!!!!!!!!!!!!Really Advanced course with many many resources!,5
563,This course teaches us tips of effective and constructive way of discussing !,5
564,I like the way it's presented.,5
565,Great course and very great exercises,5
566,Great Course... Although I feel we must discuss more case studies,5
567,Very useful insights and definitely a knowledge enhancing course,5
568,"Very interesting, well- explained, and practical course. Unfortunately you need the Excel 2013 professional to complete it and make the most of it.",4
569,In depth step by step explanations in how to use Excel for Analysis and Visualization,5
570,"I have already had the basic skills in excel, but I learned many new things. The explanation was very clear and I enjoyed the lessons very much. At this moment, I cannot spend money for my own learning since I spend much money for the education of my child, but courser and pwc gave great opportunities for me to learn as an auditor.",5
571,Great Course. Lots of Analytics features from Excel... I love itttt,5
572,Good basic skills for creating clear and compelling graphs for visualizing data,5
573,Great!,5
574,Great course. Well structured and each concept was explained very well! Made me feel enthusiastic about learning more.,5
575,A superb learning experience,5
576,Good course for understanding how to create advanced level of charts.,5
577,This course gave me the opportunity to learn a lot. Thanks to PwC,5
578,"Excellent course and it has opened my eyes to the wide array of Excel Power tools and their ability to provide simple, yet powerful visual dashboards for executive decision-making. Thank you for the opportunity to participate in the course.",5
579,Useful information about Visualization in Excel and data presenting.,5
580,Very helpful! I have acquired a lot new skills from this course!,5
581,"Very good overview and practical exercises to keep learners focus. Exercises can be very technical, get ready to spend more time on it.",4
582,Very informative and more relevant than other courses for a business environment involving simulations of economic phenomena,5
583,I had not any ideas about powers of Excel! Thank you a lot!,5
584,"There are some excellent tools covered in this course. It is advanced level learning of Excel. There were a few glitches in the program. There was missing content at times. Overall, I was impressed with what the course covered.",4
585,A great course for people working with data,5
586,"Excellent course materials, very applicable for professionals who work with data",5
587,"Practical, step-by-step guide and easy to understand, thank you very much for PwC instructor's efforts to design and develop such a fantastic course, look forward to completing the whole specialization!",5
588,Very nice course and very helpful. It really helps to gain the in-depth visualization and analysis skills,5
589,"Great business practice advices, but not very rich with real life practice, like print preview, professional colour theme chosen, etc.Achieved: 2017-02-26",5
590,"Hi,I am very excited about the course, thank you and your team for excellent overview of data analysis and visualisation tools in Excel. All videos are very consistent and contain very clear and informative message.",5
591,Good practical introduction! Good course.,5
592,Very useful and comprehensive,5
593,I really learned a lot during this course especially how to build data models and dashboards. Well worth the time spent.,5
594,Excellent materials and approach. It was a very useful course.,5
595,Great course to data analysis and excel!,5
596,Good one..!,5
597,having studied competitive strategy and now moving on with advanced strategy course. It illustrate more details to me which will help the work. Also the knowledge obtained involve lots of new ideas.,5
598,I've know many skills in competition with many true cases. Thanks!,5
599,"Good content but the Chinese translation is bad, which makes quiz quite obscure in meaning",4
600,"Not difficult to understand,interesting,helpful when making choices.",5
601,very useful course. And thank for professor's clear instruction.,5
602,An interesting course and thank you for translating it.,5
603,The course is more about business competitive strategy and there are lots of live examples. Thumb up!,4
604,This course is very helpful to make me understand the economy and the finance th,5
605,I am very excited that I have been able to successfully complete my first Specialization.Great course!,5
606,I like all these courses,5
607,The research needs like six months,4
608,"It was an excellent challenge that tested all my previous skill acquire along the specialization. I really enjoyed myself with this course. Give it a chance and do your best. Certainly, you will succeed.Cheers!",5
609,"The course content is great, but peer evaluation is simply useless and almost random. This specialisation needs to introduce an actual final assessment by an actual expert, not peers.",2
610,Writing research paper is one of the most useful courses for all professionals.,5
611,I have learned so very much. All of the courses in the specialization have been taught in a way that has been easy to understand. I will miss Tamy Chapmans smiling face.,5
612,"I would love to thank you for your hard working. It was a good course. I have learnt a lot from you. In addition, I'm looking forward to participating with you on another course. Thank you once more again.",5
613,It is a great moment in my academic experience. Thank you Prof Tamy.,5
614,Excellent course! I'm grateful to all who made it possible.,5
615,"Jefferson is a fascinating, controversial, brilliant, and hugely important figure - unquestionably a ""Founding Father"", if you will - in our nation's history. Professor Onuf brings to light the key aspects of Jefferson's thinking, work and accomplishments, prompting this course participant to want to further explore all that he did, the challenges, and especially the people, who he was up against, his relationship with Sally Hemings and how that influenced his views regarding slavery, and much more.",4
616,"Really insightful course giving a really amazing insight to the past political climate of the US, but also really shedding light on the current climate as well.",5
617,"I very much enjoyed learning more about Thomas Jefferson through the required readings and Professor Onuf's lectures, and would recommend this course to anyone wanting to know more about the third president of the United States and the University of Virginia. My time was well-spent.",5
618,"Excellent class! This is an overview of who Jefferson was, what he really thought and believed in, what his contradictions were and why they existed, and how the perception of him has changed through different historical periods. I thought I knew a reasonable amount of information about Jefferson and the revolutionary period, but I learned so much about the historical and cultural context of the time and how it shaped Jefferson's thoughts!Given our current judicial system's split over whether the constitution should be regarded according to the 'originalist' intention or whether it is a living document, I was surprised to find that Jefferson himself saw it as a living document, to be reshaped by each generation. Understanding why he thought that is really essential to understanding how to think about the problem today. So this isn't just history, it's current events!I was concerned that the course seemed to be all lecture, but by the second week I was hooked. Dr Onuf is a compelling speaker, and tries to convey who Jefferson was, the world he existed in, and get you to think about Jefferson in all his complexity. The reading material is all pertinent, and (thank you!) not overwhelming. This course is ""right-sized"" for an online forum. I think you could spend about an our or maybe two per week on the lectures and reading material, and do fine. You would do yourself a favor to view each lecture twice though, as there is a lot of material in each one.I would consider retaking the course for review, and would definitely take another course from Dr. Onuf. This was terrific, and I don't say that lightly.",5
619,"Exciting presentation. Excellent portrial of the periodic changes in thinking of TJ with his rise, fall and revival. While a conroversial thinker he truly was a renaissance men that will inspire future generations. America would not be exceptional, nor even a free country, empowed by the people.",5
620,"My only recommendation would be to add more photos, maps, illustrations, etc to the lectures, instead of twenty minutes of the camera pointed at the professor. It would help keep the attention of the viewer, in my opinion.",4
621,The course is really nicely done. Also for non-americans it is interesting even though a lot of background knowledge might be missing. But you have to be aware it is really more focused on the ideas of Jefferson and less on all the discussions and fights he had with his fellow statesmen at that time. I would have wished to learn also more about those.,4
622,"Great Course! A profound analysis of Jefferson ideal and wish for the nation to be. This course demonstrate how great, clever and wise Jefferson was. Now I can better understand what JFK said during a Nobel prize winner reunion at the White House: This is the highest concentration of intelligent in this house since Jefferson had dinner alone. Thank you for sharing this course on the net.",5
623,"Excellent course! I learned so much about Jefferson, and I appreciate Dr. Onuf's expertise on the subject.",5
624,Great lecture series on Jefferson's civic thoughts and writings.,5
625,The lectures are so thought-provoking and enlightening... Thank you very much!,5
626,Fantastic course by Dr. Onuf! I learned much and he helped correct misconceptions I harbored regarding Thomas Jefferson. Great videos and selected readings. The quizzes were relatively challenging.,5
627,Very Thankful for this course...,5
628,I loved the tour of the campus. It fit the material and made it seem more like a college setting than watching lectures on a screen in a class room all the time.,4
629,This is everything a Coursera course should be! Amazing videos and lectures that are well organized.,5
630,"I already love this and not just because Jefferson is my life long love affair, nice.",5
631,"Really interesting to get such a deep perspective on Jefferson. I had very little interest in him, even growing up in his home state of Virginia, but now I can't wait to learn more. This is a great course worth a fantastic instructor. Highly recommended!",5
632,I take my hat off for the passionate professor Onuf. It was a big pleasure to attend his lectures. They deepened my understanding of the American Revolution.,5
633,"I was terribly disappointed in this course. Mr. Onuf spends the majority of these lectures implying what Jefferson thinks without discussing much in the way of actual history. Further, the course seems more of a commercial for the University of Virginia than anything else. Overall, a waste of time.",1
634,Great course,5
635,Fantastic stuff for anyone interesting in the subject matter.,5
636,I found the course interesting and very stimulating. It allowed insight into a very interesting period in world history.,5
637,outstanding prof,5
638,Exceptional course! I would have enjoyed several more weeks. Dr. Onuf's style and methods in presenting the material made it possible to understand Jefferson in a way I have not understood him before. Wonderful teacher. Thank you.,5
639,Really interesting and enjoyable course.,5
640,Outstanding overview of one of the most important figures in American History.,5
641,"A very enjoyable course, albeit with a few instances of leftward political leaning.",4
642,very informative,5
643,"As a former student of UVA, it was wonderful to see the place again, listen to some of the stories we heard around ""grounds"" -- no campus here -- back when I was a teenager. I have followed Jefferson's life story, but Professor Onuf still manages to tell me some things I didn't know. Well researched lectures.",5
644,"Being Australian, I knew nothing about Jefferson so I came to this course with no expectations. I found it fascinating as it explained not only about Jefferson but about the American model of Government and Americans unique view of their nation. It is sometimes puzzling to an outsider to see this super nationalism and allegiance to the Constitution and Declaration of Independence. As an aside, I wonder what Jefferson would think of the apparent obsession with the literal words of the Founding Fathers with respect to things like gun control. Very interesting indeed.Mr Onuf is an excellent lecturer. You brought the topic aliveThanks",5
645,Great Course,5
646,I knew nothing about Jefferson before this course and nothing about his 'age' - not sure I am much the wiser about the latter after it! I enjoyed the tours round the historic sites and I thought the lecturer came over as warm and enthusiastic but it seemed he was preaching about a saint rather than giving a detached academic assessment of a historical figure and I found that it was hard to see the wood for the trees at times. Hagiographic might be an unkind description but it was certainly very respectful to the great man. I also liked the use of a student in cooperation with the lecturer.- he set the scene well and was a good interviewer.,3
647,The lectures are just videos of the professor bloviating about Jefferson. There is nothing academic about this course.,1
648,Useful orientation for a good American who more or less slept through all of his American hx courses in his callow youth. I have a much better sense of the important (if controversal) role Jefferson played in forming the values and structure of the US.,4
649,I highly recommend this course. I learned a great deal about Jefferson.,5
650,"Great, thanks!",5
651,"Great course that take you nicely through the intricacies of agile planning for software products. The instructors are knowledgeable and the material is good. The videos cover a lot, but the complementary cours notes and the supplemental resources makes it easy to review and use the material in practice during actual work situations.",5
652,"Lots of well structured content, easy to follow and informative. You know it's the tip of a large iceberg, so it's a very good way to start and let you wanting for more.",4
653,This course gets better as you move into the course!,5
654,"Great Course, Learnt alot of extremely useful tools for managing software products.",5
655,Good for learning to plan software product development using Agile,5
656,Very interestening for starting in Agility. I learned and understood a lot of things.Easy to understand for not English mother tongue.Thank you very much.,5
657,great class,5
658,Good Planning methodologies and examples,5
659,"Really learning alot, well explained and illustrated.",5
660,Really like this course! I think it is the best one in this specialization. Thank you all!,5
661,"Tons of great info! However, it would great to go over more of the real-life applications of the concepts.",5
662,Great course,5
663,That course is great! All material is described in easy form. I like very my tasks that had to be done and then put marks by other students.,5
664,It is very full package of knowledge and tests. I have a lot of new opportunities due to this course. Thank you.,5
665,It is excellent course in terms of the knowledge that I gain. However the multiple choice questions are a little bit default to understand. It is look like that you are examining our English skill :),4
666,"Really helpful course! Thanks, Coursera!",5
667,It is great learning experience..,5
668,79 USD? just to be able to submit peer-graded assignments... talk about greed,1
669,This course has helped me increase my knowledge and skills in project planning using Agile.,5
670,Pretty good.. A bit tough compared to the rest though.,5
671,As usual for this specs - a very high quality course.,5
672,"Great examples used in course videos. The Course Notes might be a worked on a bit more in terms of models and examples, but they are quite extensive and an invaluable resource. Teaching staff is quick to respond to forum questions, which is great!",4
673,"Quite interesting, may be not deep enough but great course nevertheless!",5
674,Full of new information on agile planning!,5
675,great course,4
676,"The most robust course in this sequence. It is well designed, very clear, teaches useful material effectively, and is fun to take.",5
677,Very easy to understand.,5
678,I think some estimation methods are not really realistic,4
679,It's a great course,5
680,Another great course in the specialization! great instructors who are very passionate. Truly make it fun and interesting to learn.,5
681,Great course,5
682,"My least favorite part of the course, but it was still put together well. Content just isn't as interesting as the rest of the specialization. Felt a bit too ""Project Manager' instead of the Product Manager.",4
683,It's very usefull course,4
684,Was great course.,5
685,Great course! Very useful information for beginners and for those who already has an experience with agile planning.,5
686,"Some part of learning material not concern to agile planning, for exampe absolutly not mentioned kanban planing.",4
687,This is a good series course to coach Agile process with generic pro,5
688,Really enjoyed t,5
689,Makes lots of things understandable and clear,5
690,Good Course.,4
691,"One of the best coursers I have seen on Coursera so far. The video production quality, course structure and content is extra ordinary compared to other courses that I've seen so far.",5
692,Very nice content and presented so nicely. Must read and highly recommended course for all managers and business analysts.,5
693,"I am Krishna Kant Kumar, working as a software quality analyst.Through this course, I learnt, how to estimate an iteration or doing an estimation of project.",4
694,Ambiguous assignments led to cumbersome completion. The peer grading got a little annoying as sometimes it took forever to get feedback and a lot of times feedback was minimal or the criteria for grading was vague and people took it WAY too seriously.,3
695,"Not the best, but if you are a newbie in management field you can find valuable information inside.",4
696,I highly recommend this entire specialisation. It's clearly taught and requires your practical application throughout. I've learned a great deal and thoroughly enjoyed the process. Many many thanks Uni of Alberta.,5
697,Room for improvement:-Case studies-More Assignment,4
698,Thanks!,5
699,"As a software-engineer and freelancer in the technical software domain, for me this course actually had all the meat (so far) while the first courses in the specialization felt like they didn't take that much effort to pass.",5
700,"Very useful to know different tecniques for software project/productplanning. Although some of those tecniques are (in my opinion) notvery relevant in an Agile environment (like work breakdown structures,pert or gant charts) the course is good to learn how to use those toolsand also to ask ourselves whether or not they are actually relevant or useful if we follow the Agile approach.",4
701,I really liked to do it,5
702,The course materials and lectures are excellent,5
703,"Really nice course. I was expecting a little more depth, but I really enjoyed the approach they took and their assignments.",4
704,Awesome lectures! Thanks a lot!,5
705,Great course! Thank you!,5
706,"Super-duper, very useful!",5
707,"This course has the minimal information than its brother courses, you may need to add more details focus on the planning more and give more assignment if applicable.",4
708,Another excellent module of a truly excellent Specialization,5
709,Good Course,5
710,Nice course. Decent content and always well-structured lectures. The peer assignments could have been better though.,4
711,This is more enlightening than the previous courses in the specialization. It felt like learning new material and techniques rather than simply reviewing concepts I already knew. I also liked that the assignments required creating actual artifacts and reviewing others' work. The industry interviews were a nice addition as well.,5
712,Really excited about the course..!!!,5
713,"Very tough, though very instructive.",3
714,I think ti is a very interesting and well structured course.,5
715,"I am participating in this course, it has an excellent material, I am learning new skills in writing an article research.",5
716,Very interesting course,5
717,"The course has enhanced my reading experience. Writing in the margins… up till now I have never challenged or asked the writer any questions. This idea has never struck me before, but interacting with texts provides ""room"" on the page for my conversation with the writer, which is a visual reminder that all texts are part of an ongoing discussion and are not the last word on a given subject.Thank you, Prof. Bazanova!",5
718,It's a very interesting and useful course. It significantly improves my reading and writting skills. Thank you very much!,5
719,"interesting, informative and useful. I quite like the self-questioning part which makes publication reading more effortless. Thanks.",5
720,It's a both very interesting and useful course for everyone who's planning to broaden the skills of a scentific writings in a quite involving and systematic manner.,5
721,Very interesting and useful course!,5
722,Thank you for your course. I improved my academic literacy skills. I still have to continue to improve but now I'm on the right track!,5
723,"The course is excellent! Straight to the point, both professors can explain the subject in a very easy way. The course was a pleasant surprise!! I strongly recommend!",5
724,Looking forward to course 3!,5
725,"Excellent course with very supportive staff and professors on the forum. On top of that aligning the assignments to ""The Romance of Three Kingdoms"" story makes it fun to follow along.",5
726,Very good course and excelent teachers!,5
727,Fantastic course material from great professionals!,5
728,"Really useful, focused and motivating. Hihgly recommended!",5
729,Was a really good course which provided me useful knowledge for my postgraduate course.,5
730,"Excellent, educational and witty lectures! One of the best classes on Coursera.",5
731,I like Prof. Tobias Kretschmer way to communicate the course and explain the contents in practical and well organized way. The course is very useful for my work.,4
732,Great Course and the professor is great!,5
733,I love this dude; very entertaining professor who is easy to understand. The class itself was also very interesting and i learned a lot that i can apply to my current position as a senior analyst at an industry research firm.,5
734,"Easy to follow, good content and comprehensive explanations",5
735,Course and examples are generally good. In rare instances the quiz has answers it labells 'correct' which I think could be debated.,4
736,Interesting course. Valuable insights into network effects.,4
737,"Excellent course, an excellent professor!!!!, Many thanks!!!",5
738,A nice course for the opics concluded from the base course.,5
739,THANK YOU!,5
740,"Excellent course, professor tobias teachs so good!",5
741,"The course was really great! The teacher explained excellent and the topics were very appropiate. However, when i finished the course i couldn't see the certificate of accomplishment at least; it never showed up :( And now when i click on the option ""Buy the course"" the page redirects me to an address which doesn't exist.Despite of this, I enjoyed this course a lot, as the first one! Thanks a lot!",3
742,Terrific course! Terrific instructor! I wish he had provided a learning path for ppl who completed this though...,5
743,Very interesting and full of real case study.,4
744,Great add-on to the first eddition of the course on Business Strategy. Congratulations to the Professor Tobias and his crew.,5
745,This is one of the best courses. The manner of teaching is very lucid and easy to understand. I am impressed with the examples. I would love to have more courses from him on Competitive Strategy!! Cheers!,5
746,"It's the best course, on which I have ever been enrolled. Its language is understandable not only for students of economic departments and for everyone, who is interested in this topic. The professor is a professional in his sphere and just a talented person with an actor's skills. He turned the course into an interesting tour of Munich, because every module is connected with some sight of the city, this activates attention and makes teaching material more remembered. If this course is continued, I will definitely join it! Thank you)",5
747,Exceptional training course for those working in the field of market strategy etc. Explanation and examples are close to the actual world.,5
748,The best free strategy course!,5
749,Awesome lecture. I wish the lectures at my University would have been as good as this. Then I think I would have a much better and more interesting time and I`d learned a lot more.Thanks for all your work!!Best wishes form Switzerland!,5
750,nice one to get into the strategy of any kind of the competionsyou could pass it even if you didn't go through the Part1anyhow it will be more then useful to understand the basis,4
751,excellent and some hint of humour in an otherwise rather arid topic!thanks,5
752,This a great course. I recommend it to anyone. Also make sure to take the previous course. The exams are great way to fixate knowledge.,5
753,"One of the best online course i have ever taken, i seriously reccomend this course to all those people who are into business and management.",5
754,"Very informative with plenty of real-life (or credible fictional) examples to better understand the concepts that were introduced. The pace was agreeable and the subjects diverse. Special mention should go to the instructor (Prof. Tobias Kretschmer), who did a terrific job! I liked the question format as well, though it could have been more challenging by not giving away the answers after an end-of-module quiz even if you didn't pass. That being said, the course is well worth 5 stars!",5
755,"Actually, the course should be titled as ""Introduction Into Macroeconomics"", I think. The course is fine, but I won't call it really ""advanced"" one. The structure and topic list is okay, but the depth is not enough to threat the course as ""advanced"".",3
756,Absolutely useful! They make it so easy to understand and probably the best MOOC I´d ever apply for,5
757,Just love it,5
758,Love your style of teaching. The Multiple choice answers in your exams are difficult but necessary to fully understand the topics.Content of the course - 100/100.I would take another course of Prof. Kretschmer instantly.,5
759,Well structured course! The explanation was clear and I have the frame works in my mind when I finish the course! Helpful course!,5
760,"Honestly, for something that says ""Advanced"" in the title, I thought it was a little too basic. There isn't enough depth and a lot of it involves common sense. Perhaps a more case-study driven course would have been interesting with more qualitative, essay responses required rather than cut-and-dry multiple-choice.",3
761,"content was not as interesting as in the first course, but still good overall. Questions were also less analytical challenging as the first course. But I still enjoyed the course as the professor was explaining the subject clearly and the videos were compact and enjoyable.",4
762,"Overall, this is a good subject.However, some slides are not well organized.Many questions in assignment are too tricky.",3
763,Fascinating material. Thanks again!,4
764,"Great professor, interesting course.",5
765,"while the task of summing up a lot of information in a minimum sized presentation is always a very difficult task, the structure of the material presented was not optimal. This in turn made it difficult for me personally to actually connect the weekly information presented with the overall meaning and the objective of each module. The ""why"" and ""how"" of most modules fit to the meaning we are forming (up to week 5 -the point I am leaving this class) is not evident. Last, some of the questions contained ambiguities that could not be reasonably clarified even going back and reviewing the material of the specific segment. Thank you for the offered class in any case.",2
766,"Varied and well-explained that held my interest throughout. My only criticism is the English in some of the written quizzes, especially in the final exam, needs reviewing by native speaker as some of the answers are ambiguous when they do not properly explain the context of the situation.",4
767,One of the best courses on Coursera.,5
768,Awesome course! I learned a lot through this journey. Thanks very much for providing this course.,5
769,Amazing course.,5
770,"Good course, Hope we had a certification for this.",5
771,"One suggestion would be lest multiple option answers, but the course was challenging enough to learn valuable information.",4
772,Very useful course and extremely well presented. Would recommend it.,4
773,World-class,5
774,"Very good course, but it is not ""advanced strategy"".",4
775,Very informative and I learned a lot,4
776,Valuable sequel to course Competitive Strategy by the same author. Interesting and informative.,5
777,"it is well put and easy to understand. besides, you can learn it anytime. the content is enlightening and has many new and intestesting topics. i really like it .",5
778,"This course is not only well structured, but truly enjoyable with the various outdoor background",5
779,"It was a great course, however some of the quiz answers are debatable",4
780,"After completing this course, I have gained valuable insights in real life situations and be more aware in my own industry. This course would not only allow you to see the playing field but also to make carefully calculated decisions towards the best possible outcome.The tests are difficult and some are rather tricky. But hey, the situations we encounter in real life are far worse than these.",5
781,"Material was tough, some of the questions weren't easy to understand / process. But overall a great class.",4
782,Very Good!,5
783,"While the course was overall well developed, there are certain language challenges to overcome especially with understanding the wording of quizzes. I got a number of questions wrong simply because I could not understand the phrasing, and lack of explanations on quizzes makes for a lot of difficulty to evaluate progress. And I get the reason for not including answer explanations, at the same time I'm literally comparing answers to the module transcripts and could not possibly infer multiple choice answers based off how the topic was explained. I would suggest more definitive questions and reduce multiple choice questions or at least define the question in a more narrow, specified manner to minimize confusion. I'm taking this course for fun, I have an MBA and love strategy, so the topics are not new by any means, but if I can't understand what you're trying to say I would imagine non-business backgrounds would find the questions very difficult.",4
784,it was great learning such interesting issues,5
785,"Nice addition to the ""Competitive Strategy"" course, although not as interesting and practical as the first part... Cases and current examples would have made this section much better.Prof. Tobias Kretschmer ... 5 starsCompetitive Strategy . . . 5 starsAdvanced Competitive Strategy ... 3 stars",3
786,An easy to understand and very resourceful course with ample examples. Would love to enroll into similar courses.,5
787,Awesome concept to learn,5
788,very Insightful,4
789,"It's a very good course, with fabolous material, examples and style",5
790,5 stars! Great University !! Enjoyed and learned!,5
791,Perfect professor!,5
792,"I'm so happy to make it! I learnt so much about academic writing, thanks!",5
793,I have learnt alot from this course,5
794,Very good course for writing in a systematic way.,5
795,Excellent course for whom really wants to boost his/her writing skills.,5
796,Enjoyed this course very much. Thank you.,5
797,"This is not an easy course, but once you finish it, your academic writing skills are going to improve considerably, Best!",5
798,perfect course to get perfection in writing,5
799,"It says 'advanced writing' but it is advanced for college students, not advanced overall. I found it extremely basic.",1
800,Great Course I like it a lot. I learn new things for my research,5
801,You need to check out his course.,4
802,I learned how to write different types of essays.,5
803,Pretty good!,5
804,Thank you so much Prof. Chapman!,5
805,"Very helpful, at least, for me.",5
806,Such amazing course work on developing the writing skills in a decent way.,5
807,The perfect brainstorming exercise for academic essay writing !,5
808,"It helps you build your essay-writing muscles gradually. Too much emphasis on plagiarism. Some flaws in the grading forms. The level of the participants is quite mixed, most feedback they give is useless (""good"").",2
809,Great course and teachers,5
810,I really love this cause. My writing skills is really impoving. I like my peers their reviews.it really train me on writing well.,5
811,Will try it out soon. Looks very promising and informative.,5
812,"it is okay, not what I expected, but okay.",3
813,I hope that this course could be free because I can't afford 69 dollars for th,5
814,I enjoyed a lot taking this course. It also represented a challenge to me.,5
815,It's really useful!,5
816,I found it very useful,5
817,Exellent course. You will learn the advanced skills for a better understanding of the English languaje.,5
818,This course is awesome.,5
819,"The course is fine as far as content. My complaint is that there is no one to contact regarding papers or questions. You are left to the other students for your grading and assignment completion, meaning that some of your assignments can hang there for weeks before ever getting reviewed.",3
820,very useful course.,5
821,An absolutely wonderful course! I learned a lot about advanced essay writing. I think it is a must-take course for those who are interested in writing academic and research essays!,5
822,Not the course id think it would be.I learn less information than i d expect but these were still usefull information.,3
823,Loved it!,5
824,well explained informative course,4
825,This course helped me improve my writing skills.,5
826,Great course :),5
827,This course has set me free from my fear of expressing my ideas and opinions in writing.,5
828,Great course,5
829,I have learned a lot in this course. Ordinary English courses don't cover the topics we have studied here.,5
830,Great !!!!,5
831,"This was a great class for review of what I learned years ago. I only wish I could have participated in the assignments w/o purchasing the class, as I have been able to in all of my other classes. But, I loved the class and would recommend it.",4
