Id,Review,Label
46245,Great course only wish there were less problems logging in as I relearn new learning materials,4
46246,This is an excellent way to improve one's learning style! I could feel myself making positive changes as early as the first lessons.,5
46247,Very useful!,5
46248,"This is a really interesting course, well presented and organized. It is relevant to anyone learning anything, so everyone!",5
46249,"Loving the course. Short and scientific videos with very useful information conducted by lovely lecturers, what more could one possibly ask for.",5
46250,Simply priceless!,5
46251,Excellent! Great content and great presentation.,5
46252,Just the quality of a content and approach!,5
46253,It's an interesting course that would motivate you to reach your full potential. I am thankful to Coursera for making this course available. Loved it!,5
46254,Really useful course. You can change your attitude to learning after this course:),5
46255,Amazing course!,5
46256,"Excellent course with tremendous insights into how we, as humans, learn.",5
46257,Dr.Oakley and Dr.Senojwski are two of the best online teachers i've ever encountered and make understanding how to learn one of the best online courses you could ever take.,5
46258,"Lots of useful learning techniques. I really enjoyed this class and recommend it to anyone who wants to get more leverage out of their learning time, both in school and also for independent learners.",5
46259,It's very helpful course. It helps build confidence.Thank you very much teachers and Coursera team.,5
46260,"Content was nice, lessons fast maybe too short but nice.",5
46261,"Barb is a great instructor, I can feel her passion from this site of the screen. This course should be mandatory in all graduate school programs.",5
46262,Great!If you want to learn and change your learn style for a better way.Please go here~~~,5
46263,Great course with a lot of insights on how the brain works.,5
46264,Excellent and funny explanations! Everyone should see this videos.,5
46265,Really good overview of critical learning concepts back by science.,5
46266,"Great, buy the audio book it will help",5
46267,Very good course.,5
46268,"Amazing. So much useful information, so well structures and presented and also keeping a young and happy spirit throughout the materials. (you will understand what I mean)This course is a really life changer and any person should take this. I warmly recomand to watch also the optional videos to learn from real life examples.Good luck and enjoy!",5
46269,"Simply fantastic! A great, easy-to-understand tool to master hard-to-learn subjects!",5
46270,the very first course you should really pass!,5
46271,it's very good for me !,4
46272,Insightful - wish I had this in my toolset when I started college.,5
46273,Very useful and effective,4
46274,It's a wonderful course.,5
46275,"Excellent course, with plenty of useful information and supplementary resources.",5
46276,"It's not quite as in depth as I would've liked, but it still drastically shaped my studying patterns and has made me a much better student and learner.",4
46277,Should be the first course anybody takes!,5
46278,I like this amazing courses! It really help you .,5
46279,This is perhaps one the most useful and essential course that I have came across. This is for everyone who wants to and love to learn things not just for the sake of doing it but for understanding the nuances of it and making it permanent. I could appreciate many ideas from this course those I were already practicing in studies and made me think of ideas I were lacking while I used to study. I am definitely going to apply as much approaches mentioned in this course as possible in my studies. Thanks for making a such a good course.,5
46280,Absolutely fascinating course! I picked up many useful strategies that I can implement in both my school and professional life. I am thrilled that I took this course!,5
46281,"Thank you for your advices, that's really helpful",4
46282,i like it so much i learnt many things from it,5
46283,So well explained and informative. I loved the last week and how motivating it was! I can simply tell that Barbara is passionate about this and teaching. Just loved this class!,5
46284,the course is great it really changed my life in many ways and turned me to a better learner,5
46285,Should be number one in your personal syllabus!,5
46286,Really complete. Excellent teacher and lessons.,5
46287,"Very good course. I encourage those who wish to continue learning in later stages of their life to take this course. There are some effective steps and common sense which will help everyone to be lifetime learners. Remember - ""... we all learn till we die""!",5
46288,One of the best course to help out peers around the globe who face difficulty in learning the tough subjects in their academic life.,5
46289,Very motivating and inspirational!,5
46290,"Great and practical course for any student or teacher. Everyone could use the information here that is very well put together, clear, concise, and I'm only 2 weeks in.",5
46291,Everybody must learn this course!!!,5
46292,"The best course on Coursera, I've ever taken and intend to complete! Thank you!",5
46293,I loved this course and think it is applicable to anyone and everyone.,5
46294,Very useful！,5
46295,"It is really, really GREAT course!!!",5
46296,I feel better equipped with effective learning techniques and gained fundamental understanding of physiology supporting learning.,4
46297,It's one of the best courses I've ever done! I'm really enjoying doing it. It's really well-thought and well-structured. I love every minute of it and I feel like I really analyse and learn something new. Huge thank you to the creators of the course and Barabara in paricular for beeing such an inspired and inspiring speaker. You are emazing! Thank you angain!,5
46298,"Helpful course, I enjoyed taking it.",5
46299,"Very helpful and interesting course. Not only the lecture videos, but also the guest interviews (optional interviews) are great and really motivational. Thanks a lot for the course!",5
46300,"This class is wonderful! I learned so many different things about the brain, thinking, memory, tools, tips for more efficient studying, and the list goes on. This is the first step in my journey, and I will take all that I've learned here and apply it not only in my future studies, but my daily life as well. Thank you Coursera for offering such wonderful opportunities for people to gain knowledge and understanding on many levels. And finally, ( the best for last ) Thank you so much to the fantastic professors for making it fun and funny at times, for all the wonderful tools and for the opportunity to Learn how to Learn.",5
46301,It's totally awesome! I've learned a bunch (this course in particular helped me to study better and understand what's going on 'behind the scenes' of my thought process). Love it!,5
46302,"This is one of the best courses in Coursera. This changes the way you study about a subject regardless of the field that you want to specialise in. Education psychology is one of the key things that helps you teach children how to learn. I believe if you know how to learn, you can learn anything!. Must take.. I am taking this for the second time in the same year.",5
46303,The course is very intuitive and thoughtful. Specially the interviews from different experts gives great insight to the learning techniques.,5
46304,"That´s a wonderful course. It is also an unforgetable experience for everyone who wants to leave the ""autopilot"" of your own sort of learning and really have a brilliant opportunity of learning from a dynamic and powerful dimension which can really brings good significant results!",5
46305,I FOUND IT THE MOST EFFECTIVE HOW'S THE PROPER LEARNING . THANK YOU VERY MUCH .. BY THIS I'LL LEARN FAR MORE BETTER THAN BEFORE.,5
46306,"This course is amazing,I learn a lot of methods to deal with my work,and timedoser helps me a lot with my procrastination",5
46307,"This is an excellent course.I've learned a lot about skills,attitudes,and methods.",5
46308,this is a course i feel everyone should take.. you must first understand yourself and how you work in order to work well and to the best of your ability,5
46309,Very useful course! It's very nicely structured and explained and I really enjoyed going through this course. I will surely try my best to in-cooperate some of the techniques I learned into my daily life. Thanks a lot to the instructors and the whole 'Learning how to learn' team.,5
46310,Very helpful for managing your mind and capitalizing on it's natural tendencies.,5
46311,"Good one. Useful tips to organize your learning, for students but also specially for when you are a grown-up, no longer a student (in theory).",5
46312,"Actually the course is really great , the way that you are introducing the information is perfect , it helped me a lot, it changes in my mind and i am sure it will change more on the long runBig respect to the instructors Dr. Barbara and Dr. Sejnowski , so proud that i meet you( on the course) :) every session , i really would like to meet you face to face to thank you a lot for your effortMay Allah reward you for that :)Wish you both successThanks Coursera for such a great course",5
46313,Awesome course. Teachers are amazing. There are a lot of great ideas and techniques that will be very helpfull in my further education. Thank you very much!,5
46314,Good course,4
46315,Excellent though time contsraints are a bit challenge,5
46316,It's the manual to other courses and my brain!,5
46317,"introduced many amazing ideas and useful tools to enhance our learning skill, a lot of help. Great!",5
46318,"Great survey of note-taking, studying, test-taking, and lifestyle advice backed up by scientific studies.",5
46319,"Brilliant course, thank you!",5
46320,It was one of the best course what i ever have and i believe it can help me learn much better thanks for that,5
46321,it changed the way I do stuff! :),5
46322,I'm still doing the second week of this course but I have to say that I'm really loving. There are a lot of good informations and It is helping to much. Congratulations.,5
46323,"it is really helpful for me, which shows me a new perspective about learning",5
46324,An amazing course of how learn to learn. A really powerfull tool for personal development and learn anything.,5
46325,Great course,5
46326,This course is very useful for improving my learning skill,5
46327,This course is pretty useful for teachers as well als learners - and especially for teachers who think they are learners all the time anyways. There is so much background and neurobiology in that it is really worth trying. Even if you already found your own methods of learning.,5
46328,loved the course. very good combination of neuroscience insights and good practical tips for learners.,5
46329,Liked the brevity of the sessions and the enthusiasm in the instructors. Small chunks of videos helped finish the course faster and helped remember the concepts without being crammed with too much information in one go.,5
46330,"A lot of very useful materials, which is extremely intuitively presented. Really enjoy this course.",5
46331,"I loved it. I learned a lot, but more than that I ENJOYED a lot. Of course, that in turn helped me learn even deeper. I enjoyed the lessons and the presentation style. And I really loved all the interviews that were optional. I hope to be able to rewatch/relisten to those over and over. Thank you again. :)",5
46332,Excelent and amazing!!!!,5
46333,"This was an interesting introduction to the science behind learning, memorization, and countering procrastination.",5
46334,"learned many valuable things which will help me in my mathematics studies such as diffuse mode, active recall, einstellung and spaced repetition etc. highly recommended for all students",5
46335,One of the greatest courses. Highly recommended for anyone who likes and needs learning.,5
46336,good course and it is very helpful. this course has helped me overcome mental blocks.,5
46337,A wonderful course wonderfully presented! Top marks! And thanks!,5
46338,Worth to learn. Help me review how I learnt during my study session and improve my learning habit.,5
46339,It's really helpful.,5
46340,A wonderful course offered by two brilliant and genius professors. Thank you very much UC.,5
46341,inspiring and helpful,4
46342,"Very good and interesting course, a valuable improvement of your skills.",5
46343,Probably the fist course that one should take when starting his/her learning career with Coursera.,5
46344,A handful amount of tools to help you improve the way you learn about anything. Extremely recommended.,5
46345,"Changed the way i approach my studies! Big thumbs up & hope you can create LHTL 2.0 for more advances, subject specific learning strategies.",5
46346,i like this course it gives me opportunity to know many things about how my brain works,5
46347,"This course has changed my lifestyle for the better. I have been able to achieve more than I have ever, and it makes me feel great. I am so pleased with the results: my level of procrastination has decreased drastically.",5
46348,it is really amazing!,5
46349,Its free!!!,5
46350,Its the basic course one has to learn before learning any other course !! this course definitely changes the way of learning..,5
46351,"This is an extremely useful course. I recommend it for everyone, no matter your level of education or indeed your age. I think this course should be mandatory for both high school students and their parents. The main reason being so that students can master these skills early in their years and both parents and students understand, in particular, the value of exercise and sleep in learning. Thank you to all those people who put together this course. Although Dr Oakley and Dr Sejnowski are the faces of this course, I know there were many more involved in the conceptualisation and building of this course. Thank you for making it a MOOC and thank you for such a wonderful clear format that was easy to follow.",5
46352,This Course is very helpful. I had learned so many thing it does help me a lot. Thank you :)),5
46353,Amazing and surprising discoveries in this course. I highly recommend it !,5
46354,"I found the course material and the presentation style to be very engaging and very easy to apply in my personal and professional life. As a project manager, a team leader, a teacher, and just as a person who is always looking to learn new things, I left this course very satisfied and fulfilled. I've already recommended this course to several of my friends and have already applied techniques, such as the pomodoro technique and recall in my daily life, while also examining how einstellung transpires in my day to day decision-making.Thank you for the wonderful lessons the past few weeks!!!!",5
46355,Amazing course; helped me so much on my studies.,5
46356,"Skilfully delivered course on the most basic of abilities anyone should master, learning!",5
46357,"I am just over half way of this course, but already convinced that this is the best introduction to MOOC's I could dream of. Not only is the subject clearly explained by Barbara Oakley and her team, the way your progress is measured and presented helps students to stay on track. I would have given five stars if the MOOC offered more formative tests and a wider variety of questions and assignments.",4
46358,"While most of this information can easily be found elsewhere, it's a great refresher course if you have learned this stuff, and a well organized introduction if you haven't. The thing that puts it over the edge is the Interviews.",5
46359,"this course is awesome and actually i like it too much , Moreover this website has a very precious courses and i hope to be one of the qualified people from that course so soon .",5
46360,Beautiful course with awesome materials. Thanks to the Couresra Team & Barbara and other faculties at UC San Diego.,5
46361,"This course is super simple and easy to digest. Its clear the tutors are super passionate about the subject matter and have gone to lengths to ensure its relevant, fun and memorable. Its straight forward and has quite a few effective pearls for helping one learn better.",5
46362,Love this course! It has helped me to decrease my procrastination and enhanced my learning.,5
46363,it's very important to know how our minds work and how we can improve our minds to establish our goals,5
46364,Excellent course and I am glad I took it before other courses - it DOES help to learn,5
46365,why am not doing this ? I cannot get this i never well? when will i ever be able to remember ? you get the whys and how it happen . you get to understand alot about learning about yourself and the most important procrastination the number one reason you do't do anything you want to do .Fun and informative and your life will never be the same :),4
46366,An essential course that should be taken before enrolling or participating in any other study material.,4
46367,"Very good and quick course, which gives you some hints on what you can improve in your approach to studying. It's a valuable resource of learning advice and mechanisms which allow your mind to learn. It's a great subject to study not only as a fundamental for other studies, but also on its own.",5
46368,"Loved this course, I learnt a lot how my thought process and memory works and I am now more organized and relaxed when faced with a problem I'm bumping into : I just do something else, knowing my brain is still working out in the background and will eventually come back with something ;-)Thank you Barb !",4
46369,I've learnt a lot about focus and how to learn properly. It's a excellent course and I've been shared it as much as I can to all. Thank very much and keep the great work going!,5
46370,Excellent. If you want to have tools to learn more efficiently and faster you should take this course.,5
46371,It's incredible how much I have learned with this course. I realized that I'd been studying in a wrong way my entire college life. It gave me a lot of new methods. It's awesome.,5
46372,Great course and the teachers motivate us. I find a lot of information about learning and how to improve thnigs in my life too. It is well explained and the videos are very clear. I have also improved my english very much through this course :-). Thanks for this.,5
46373,impressive and changed my way of learning,5
46374,The course has helped me to open hearts and minds. Thank you,5
46375,"How to Learn is perhaps the most relevant skill for anyone at any age. More than anything, our capacity to learn is what allows us to move with the increasing pace our world is running today. Thank you so much Barbara and Terrence! This is definitely one of the most priceless lessons I've had!",5
46376,"Very interesting course, with a lot of easy tricks.",5
46377,It's a very helpful course and I recommend everyone to take it who wants a life with a healthy mind...........this course will show you how to keep your mind healthy and work efficiently at the same time....,5
46378,"Excellent, It helps me on gains the skill on how to learn. It help me save time by being focus and use the diffuse mode in terms of learning something new.",5
46379,"very useful class, help me to learn more effectively.",5
46380,"I really enjoyed this course. It was broken down into small pieces so I could understand. Also, the quizzes were a great way to recall what I learned. I highly recommend this to anyone who wants to study effectively and not waste time.",5
46381,Nice course. It provides a general review of neuroscience discoveries about learning.,4
46382,"Excellent, it provides awesome tools and strong foundations in order to get the most when learning, and indeed it's funny to experience how some of the concepts are included in this course and content is so well 'sticked' in the brain. A must!",5
46383,really helpful for everyone (even for the best students) so that people understand what they do right and how to get better,4
46384,This course is pretty great in helping you realize the functions of your brain so that you can learn more effectively. I wish I had taken this course when I started college... because I most certainly would have gotten more out of my degree with the knowledge ahead of time.,5
46385,Very good quality content of this course!,5
46386,"Clear, easy to follow. Especially nice that you learn to see that the quizzes have been designed to help you remember the material :)",5
46387,"well prepared, quizzes enforce learning.",5
46388,"I do like this course very much! It tells me more about how I can learn more efficient, based on the scientific research results. The references of this course are really very helpful.",5
46389,Very concise and interesting course. I took away some really helpful tips for better organizing my studying and learning. Thank you for this great program!,5
46390,Life changing course! It has made my college life a whole lot easier and stress-free.,5
46391,Excellent course. It reviews the scientific research on how to learn and presents helpful suggestions and strategies. Highly recommended.,5
46392,very usefull course,5
46393,This course changes how I learn. I love how Dr.Oakley presented the materials. There are many new perspective that been introduced to this course. I learned new tricks to learn about new things. I applied the tips on memory and it works! Thank you,5
46394,"Fascinating course, from top experts in the field.",5
46395,I strongly recommend this course for learning more about how your mind works and how to be a better learner. It is extremely helpful and I strongly recommend it. It can change your perspective on so much and boast your confidence with subjects you feel less confident in.,5
46396,"Really useful, and I think I'll take this course again!",5
46397,"This course should be taught as a requirement at all universities. To all language learners... please learn how to learn, do not waist your time on silly strategies! This is the way I should have been taught all along. Thank you for this opportunity",5
46398,"Really enjoyed taking this class, it was such an eye opener! thanks UC San Diego & Coursera!",5
46399,"I wish I was exposed to this kind of information in my first year of university. Nonetheless, it's definitely still relevant.Many thanks to all those involved in preparing this course.",5
46400,"This is a great course. As day go by, the more you apply the techniques you've learned in this course, the more you'll see the differences in your learning process. Your mind and body will appreciate. It's a healthy way to get the most of the learning process. I totally recommend!",5
46401,Great insights in terms of the psychology and neuroscience behind learning and how our brains work.,5
46402,It is simply amazing! It will give you the first steps to unlock your potential! Recommended for everyone!,5
46403,it changed my life,5
46404,Learn a lot that will help to improve my understanding and relay this info to my 8yrs to learn better. Thank you!!!,5
46405,"Best course, I think everybody should take!",5
46406,Very useful!!! Highly recommendable!!!,5
46407,"This is my first completed MOOC. To be honest, it went by extremely quick and was informative. I was very hesitant of taking these online courses. Thanks to complet",5
46408,It has been a marvelous experience to learn from Barbara Oakley. The teachings from this course will certainly go hand to hand with my interest in knowledge throughout life.,5
46409,"This course is the type of course to visit, review, and update yourself. Whenever you are tackling a learning task.",5
46410,"very nice. Thank you, Barbara, Terry and all persons who made this course. one of the best part of this course is interwiev with famouse and clever people. I try to use your advices every day. thank you very much againe.",5
46411,"Wow, this course is amazing. I love this methods, tests and all the content.",5
46412,Absolutely brilliant. I loved how it was run and the pace. Totally recommended to anyone who has spent a while out of education and looking to get back into it.,5
46413,Thanks to Dr Barbara and Prof Terence.The course is wonderfully structured and unique . I could hardly wait to move on to the next module.Continue the great work..,5
46414,"Very helpful for me, but I found difficult to do the test that not the native English speaker.",5
46415,I understand how brain works better with this course. I am glad to try what I learn in my learning procedure.,5
46416,Love it!,5
46417,"Very useful. Not only trick, but explanation and good pattern to develop one's skills.",4
46418,An interesting course that has something to offer to everyone.,5
46419,Very simple and to the point-- I found the info on procrastination most helpful. Wish there had been more of the neuroscience information that was briefly provided in the male professor's lectures.,4
46420,Life changing...,5
46421,Very good course.,5
46422,Excellent course. I learned so much. This class should be a summer class for all rising high schoolers. Teachers could benefit from this course also. Highly recommend.,5
46423,Excellent course! great material and teachers. The material was immediately useful!,5
46424,"A very helpful course to anyone interested in growing intellectually, crafted with the finest current knowledge into the human mind and the learning process. I enjoyed this course a great deal and I recommend it to anyone thinking about enlarging his/her knowledge boundaries.",5
46425,Really great course. You should do this course before your do any other.,5
46426,"Great course. It helped me in my own study as well as my approach to teaching. Easy to follow format, that is in short videos that can be watched in any spare 10 minutes.",5
46427,Was very helpful to establish some better learning techniques. Recommended to anyone before they take any other course.,5
46428,A course for a lifetime! Thumbs Up!,5
46429,"This is my first completed course and im glad i took it, i actually wish i discovered it earlier :(",5
46430,"Funamentally mind-changing! I loved this course because it opened my eyes to how I could study and learn new subjects. Now, instead of shirking away from somewhat daunting new subjects like coding or finance, I can finally learn with confidence knowing I will come away knowing more and understanding more about the subject.",5
46431,Fantastic! Every one should watch this course.,5
46432,"It gave me a lot of new information about learning and not only. Information about procrastination and pomidorro technique was surprisingly interesting for me. Becase as a big procrastinator I thought that İ was born this way and cannot change anything.It is interesting to test the technique ""start hard jump easy"", because I always tried to finish easy task first in order to feel myself self confident and to finish as much item as possible quickly leaving lot of time for hard tasks.",5
46433,"This course is like hacking your brain to improve speed and efficiency. Highly recommended for everyone that wants to learn things faster and, more importantly, better.",5
46434,Excellent course which I highly recommend! It has already helped me change my lifestyle and deal with my depression and productivity problems,5
46435,great course!thank you Barbara and Terrence for an outstanding material,5
46436,I love it!.... it literally teaches you how to learn.... and it is increadible how much more productive you can become by simply understanding your own brain and how it works.,5
46437,I rated this course at a four-star because of the high informational content included. I really enjoyed it and was intrigued by the tips and facts in this course. Thank you very much.,4
46438,Great course! Happy Learning!!,5
46439,"I love the content of the course, I would like to see the teacher Oakley more happy about herself, she does a tremendous work and she does not project that.",4
46440,"lots of dry theory, not as practical as I expected",3
46441,The best course ever.,5
46442,"Excellent ! Help me very much in understanding learning ability and how to improve it. I gonna watch these lecture again, again and again. Thanks for bringing this wonderful knowledge to us",5
46443,"This class was well thought out and easy to follow. I really enjoyed listening to Barbara Oakley's presentations with the funny graphics most, but Terry's S's material was well presented and extremely interesting; I look forward to being to implement the lessons from this course in every learning area of my life. I highly recommend this for any person interested in learning or teaching.",5
46444,"This course is helping me solve one of the most pressing problems I am facing as a student which is how to learn on my own in online courses. After searching books, talking with people, and searching the internet, I found this course. While I was aware of some of the material this course offered which aiding in my chunking of the material in this course, the mental techniques which I was not aware of have been very helpful such as chunking in small burst with the Pomodoro Technique and learning multiple subjects in parallel rather than one at a time thus utilizing interleaving, focusing on deepening my understanding of materials I already know a bit about in the form of overlearning, figuring out ways to win against pitfalls in misunderstandings because of prior knowledge or Einstellung, and working against procrastination plus more.This is a great course that many people can benefit from and I am very grateful for the opportunity to have learned from Dr. Barbara Oakley and Dr. Terrence Sejnowski. As a computer science undergraduate in college, these mental tools are very useful and students of other fields can benefit as well, from humanities to business and beyond.",5
46445,This is the definitive course on how to learn. This should be taught at every educational institute worldwide.,5
46446,"Some useful points, however I wish they taught the class more generally. The focus on classes and exams tests isn't as useful after you've finished school.",4
46447,This skill will make one very very efficient and confident about learning new things in any field.,5
46448,This course has so far taught me the very practical things definitely. The very good thing about this course is that i can apply the concepts and techniques i learnt here like on the same day.,5
46449,"Very useful course! Specially if you are in school or college, but good for anyone! Very practical, interesting and inspiring, great tips. I enjoyed it very much. Now I have a very clear idea of how to study to learn (not to just pass a test) and I will be able to help my son very soon with these techniques. Thumbs up.",5
46450,very helpful and intriguing course. Ms. Oakley is a nice and knowlegable lady. she gives me tools and confidence to broaden my scope of learnning. very very much appreciate,5
46451,very helpful things! I recomend this course!,4
46452,Excellent Course! Simply Fantastic and enriching!,5
46453,A very good learning experience. Extraordinary instructors,5
46454,"Excellent ... my knowledge on this topic has grown significantly, it has a logical thread, and have done significant work to make it fun ...Excelente...mi conocimiento sobre este tema ha crecido de forma importante, tiene un hilo conductor lógico, y han hecho un trabajo importante en hacerlo divertido...gracias totales!!Fabian Molina from ECUADOR",5
46455,Great teachers! Congrats! I learned a lot how to learn.,5
46456,"This was my first online course that I actually completed. I enjoyed the ease of access and the genuine candor of the instructors. I could come back to the lessons at any time, but learned to learn in specific focused lengths of time with specific goals. I will utilize this knowledge moving forward in my career and personal life.",4
46457,"Learning How to Learn is an excellent class for individuals wanting to polish their rusty learning skills, and expand their learning tool-kits. I especially enjoyed learning about new ways to learn, how other people learn, the common struggles many of us experience, and the latest in research on learning. The tools, suggestions, and topics have already helped me expand my Chunked Mental Library. Useful resources were also provided; I purchased the book Fluent in 3 Months by Benny Lewis and signed up for the Publicationcoach.com. I can't wait to dive into these resources. Thank you for a fantastic course. Julia, Carlsbad, CA.",5
46458,Very useful!,5
46459,"Covers helpful and interesting tools that will be of interest to anyone with a desire to learn.Well presented, with useful optional videos to provide further context.",5
46460,"Succinct, warm, ergonomically organized and incredibly inspiring.",5
46461,Delightful discovery.,5
46462,"Very helpful information that I will use for the rest of my life, Im glad I found this course.",5
46463,Excellent course.Many ideas and methods for improving one's learning. Lifelong usability.,5
46464,"Very good. Lots of worthwhile suggestions, and a ton of references for further study.",5
46465,Genuinely life changing. Superb.,5
46466,Loved this course! :),5
46467,"I loved this course. I am a final year student. I wish someone had told me everything that I have learnt during my first year. It would have made a very big difference. Well, better later than never, in my case.",5
46468,"Learning How to Learn has given me more insights on how our brain functions. By understanding these basic concepts, I have learnt tips on how to make a difference in studying and mastering new things, retaining information as well as to build confidence in my learning journey. It is a great course for all learners!",5
46469,Quite informative. All videos are short enough to keep you focused. Key ideas are helpful and practical.,4
46470,Must have course for an Engineering student. Please do the optional reading and have a look at optional interviews for better learning.,5
46471,It is a great course. I have learned why some techniques are better than others (recall vs highlighting) and how can I learn more effective. But it's not (only) about techniques and tricks. This course explain HOW 'learning' works and WHY it is important to learn effective (see the illusion of competence).,5
46472,"in simple terms, an absolutely amazing course, which introduced me to novel concepts I never knew existed. My learning process will never be the same again! Thank you very much Prof. Oakley and Prof. Sejnowski!",5
46473,"Learning How to Learn is without a doubt the most pleasant, interesting, and useful online course I've taken to date. Both instructors are engaging and lively, the material is presented in straightforward and clever manners, and it achieves the balance between technical background information and practical techniques.I would heartily recommend Learning How to Learn to anyone from high school students looking to improve their grades through to adult learners returning to education after an absence and EVERYONE in between.",5
46474,Very good course. have learned a lot new things,5
46475,"the course hasn't started yet but, the ideas that the professors gave me in the lectures were amazing. I am eager to see the videos that come next. I hope it helps me in unlocking my potential.",4
46476,Helps me understanding our learning process. Impressive!,5
46477,This is a great course! Looking forward to apply the techniques I've learned with other Coursera courses.,5
46478,This course is fantastic. Learning is a life long journey so better understanding the process of learning is incredibly valuable. I have already started using some of the strategies in my further learning and working.,5
46479,Essential for everyone who wants to keep on learning.,5
46480,It's interesting!,5
46481,"This is an excellent course not only help one learning how to learn but many of the skills taught in this course such as using Pomodoro timer to help focus and overcome difficult problems, breathing exercise to calm our panic, exercise and good sleeping habit to help memory as well as better judgement can benefit us throughout our lives.",5
46482,"Good course. Basically, you will get to know little tips and tricks which make the learning process smoother and more effective.",5
46483,Very helpful and fun to watch,5
46484,A must do course for everyone ....,4
46485,thank you for making this available.. these contents must be used in induction courses at all graduate and undergraduate colleges.. it may improve the quality of efforts put in by students thereby improving the overall standard and ranking of a college or degree... colleges can atleast start experimenting this with some sections / batches,5
46486,Powerful practical strategies delivered in a comfortable fashion. Bravo!,4
46487,A very useful and excellent,4
46488,"This course should be thought since primary school, then enhanced and retaught in high school. It's a master key.",5
46489,Very informative information. W,5
46490,"This course changed my beliefs about studying and learning. Gratitude, is the word. I'm very thankful and happy because it came at the right time for me. I'm starting a new path!",5
46491,"Very good lessons, very good professor!Thank you!",5
46492,"I didn't finish the course.... For one simple reason, I became so enamoured with the teacher's way of explaining that I purchased the book. I am currently looking through the suggested books in the suggested reading parts of the course. Thank you for a great content course both in content and form!",5
46493,Excellent course in all aspects!,5
46494,I was pleasantly surprised by this course. It is far more then theoretical and the methods learned here will be applied to so many areas in the future.,5
46495,Very interesting! Easy to follow. The ideas and techniques are applicable to anyone.Thanks!,5
46496,"This course is awesome. Even though I am a high school student, I found many useful knowledge in this course. All the information is understandable and I don't think I have much pressure in learning this course. Thanks Coursera :D",5
46497,Great course. Wish I had this course 10 years ago!,5
46498,"I enjoyed the course, even when on a few points that i thought were getting tough the techniques taught helped me. I dont actually have any tests per se to do, but I hoped/hope that this course will help me with other courses on Coursera as well as generally in life.",5
46499,"Excellent course to understand better our own brain in terms of how to learn, I've learned a lot of techniques to help overcome most problems that inhibit a good learning process.",5
46500,This is a very good course. It tells you the effective ways of learning and studying. It also tells you about the bad practices that you should avoid while learning new concepts. I highly recommend this course to anybody who wants to learn things effectively.,5
46501,"I find this course very useful. There are some new things to learn and there are some old things that you are already doing and will make you say ""Aha!, That's what I've been doing all along.""",5
46502,One of the best and awesome Course which is available on Coursera.,5
46503,Thank you.,5
46504,It's a wonderful course to teach you how to learn effectively.,4
46505,Excelent course. I would recommend to everyone,5
46506,"Excelent! The techniques presented in the course are easy to understand and to put in practice. The course has the potential to change the life of people that are dedicated to learning because it teaches to learn better, more effectively and without wasting time!",5
46507,Awesome course that helped me get a broad perspective on why I tend to procrastinate and how I should go about tackling the problem. I think a course like this should be standard and I recommend that you take it.,5
46508,One of the best MOOCS I ever took. I highly recommended it.,5
46509,Useful information and tips. Well presented materials and interesting quizzes which help me to understand concepts better. Enjoyed it.,5
46510,Magnificent! Very well organized and well developed. It continue from start to finish in a convenient procedure and in a very clear way.,5
46511,"If you thought you had your studying techniques nailed, this course may yet prove you wrong.A wonderfully structured and presented course that can benefit practically anyone.If you only had time to take one course, it should be this.",5
46512,One of the best!,5
46513,I wish I had had access to this course years ago. It not only improves the way you learn so you learn more deeply but it reduces the amount of time you would spend studying without necessarily improving your understanding or retention of the material.,5
46514,"Really helpful.I actually knew some techniques before learning this course, though I'v got a deeper understand of that and got some new skills about how to learn.Thank you very much.",5
46515,It,5
46516,"This course is really AMAZING, I had a lot of fun learning how to learn, and it broaden my vision of learnings - and helped me a lot of course.",5
46517,"This is very interesting and useful course, i have such a joy of watching videos and doing tests during the whole course.Thank you, team LHTL",5
46518,Very useful to learn best practice techniques in learning.,5
46519,It changes your life. Thanks!,5
46520,"Excellent and very useful course. The information was practical, well presented, and easy to understand.",5
46521,"What I learned in this course is very useful and helpful, thanks to professor Oakley, professor Sejnowski and all those who have contributed to this course!",5
46522,Good for learning and good for thinking.,5
46523,Very simple and easy to understand. Information has been very useful in improving my study habits.,4
46524,"I loved this course. I can't tell you how many people I've told to take it. In addition to helping myself learn new/old topics, I am looking forward to using my new knowledge in order to help my children succeed in school. thank you for such a wonderful course.",5
46525,Didn't learn as much as expected about learning how to learn. Maybe my expectations were too high.,2
46526,I recommend all college student to take this course. It will be extremely helpful for every learner.This course is also helpful for older learners (e.g. my parents). Great course!,5
46527,"Simple, useful and very interesting! I loved it!",5
46528,according i expected something more lessons to get used to learn in different ways,4
46529,Excellent course for not only University students but also for students of middle school.Thank you Prof. Barbara Oakley & Dr. Terrence Sejnowski.,5
46530,Awesome course. Really helpful as to learning some new objects!,5
46531,"Excellent and informative video lectures, quizzes that reflect the course, and tools and techniques that WILL help you learn! Highly recommend this course to everyone.",5
